_id,Month,Country,HBT,DepartmentType,Age,AgeQF,Sex,SexQF,Deprivation,DeprivationQF,NumberOfAttendances
100718,202404,S92000003,S08000026,Type 1,25-39,"",Male,"",2,"",1
100719,202404,S92000003,S08000026,Type 1,25-39,"",Male,"",3,"",13
100720,202404,S92000003,S08000026,Type 1,25-39,"",Male,"",4,"",34
100721,202404,S92000003,S08000026,Type 1,25-39,"",Male,"",5,"",2
100722,202404,S92000003,S08000026,Type 1,40-64,"",Female,"",1,"",3
100723,202404,S92000003,S08000026,Type 1,40-64,"",Female,"",2,"",3
100724,202404,S92000003,S08000026,Type 1,40-64,"",Female,"",3,"",36
100725,202404,S92000003,S08000026,Type 1,40-64,"",Female,"",4,"",69
100726,202404,S92000003,S08000026,Type 1,40-64,"",Female,"",,:,1
100727,202404,S92000003,S08000026,Type 1,40-64,"",Male,"",1,"",1
100728,202404,S92000003,S08000026,Type 1,40-64,"",Male,"",2,"",6
100729,202404,S92000003,S08000026,Type 1,40-64,"",Male,"",3,"",37
100730,202404,S92000003,S08000026,Type 1,40-64,"",Male,"",4,"",52
100731,202404,S92000003,S08000026,Type 1,40-64,"",Male,"",5,"",2
100732,202404,S92000003,S08000026,Type 1,65-74,"",Female,"",2,"",1
100733,202404,S92000003,S08000026,Type 1,65-74,"",Female,"",3,"",7
100734,202404,S92000003,S08000026,Type 1,65-74,"",Female,"",4,"",17
100735,202404,S92000003,S08000026,Type 1,65-74,"",Male,"",1,"",1
100736,202404,S92000003,S08000026,Type 1,65-74,"",Male,"",3,"",10
100737,202404,S92000003,S08000026,Type 1,65-74,"",Male,"",4,"",17
100738,202404,S92000003,S08000026,Type 1,75 plus,"",Female,"",2,"",2
100739,202404,S92000003,S08000026,Type 1,75 plus,"",Female,"",3,"",24
100740,202404,S92000003,S08000026,Type 1,75 plus,"",Female,"",4,"",38
100741,202404,S92000003,S08000026,Type 1,75 plus,"",Male,"",2,"",2
100742,202404,S92000003,S08000026,Type 1,75 plus,"",Male,"",3,"",15
100743,202404,S92000003,S08000026,Type 1,75 plus,"",Male,"",4,"",34
100744,202404,S92000003,S08000026,Type 1,Under 18,"",Female,"",3,"",13
100745,202404,S92000003,S08000026,Type 1,Under 18,"",Female,"",4,"",43
100746,202404,S92000003,S08000026,Type 1,Under 18,"",Male,"",2,"",5
100747,202404,S92000003,S08000026,Type 1,Under 18,"",Male,"",3,"",23
100748,202404,S92000003,S08000026,Type 1,Under 18,"",Male,"",4,"",43
100749,202404,S92000003,S08000026,Type 1,"",:,"",:,,:,44
100750,202404,S92000003,S08000028,Type 1,18-24,"",Female,"",1,"",1
100751,202404,S92000003,S08000028,Type 1,18-24,"",Female,"",2,"",8
100752,202404,S92000003,S08000028,Type 1,18-24,"",Female,"",3,"",7
100753,202404,S92000003,S08000028,Type 1,18-24,"",Female,"",4,"",1
100754,202404,S92000003,S08000028,Type 1,18-24,"",Male,"",2,"",5
100755,202404,S92000003,S08000028,Type 1,18-24,"",Male,"",3,"",18
100756,202404,S92000003,S08000028,Type 1,18-24,"",Male,"",4,"",1
100757,202404,S92000003,S08000028,Type 1,25-39,"",Female,"",2,"",10
100758,202404,S92000003,S08000028,Type 1,25-39,"",Female,"",3,"",14
100759,202404,S92000003,S08000028,Type 1,25-39,"",Female,"",4,"",4
100760,202404,S92000003,S08000028,Type 1,25-39,"",Female,"",5,"",1
100761,202404,S92000003,S08000028,Type 1,25-39,"",Female,"",,:,3
100762,202404,S92000003,S08000028,Type 1,25-39,"",Male,"",2,"",11
100763,202404,S92000003,S08000028,Type 1,25-39,"",Male,"",3,"",38
100764,202404,S92000003,S08000028,Type 1,25-39,"",Male,"",4,"",2
100765,202404,S92000003,S08000028,Type 1,25-39,"",Male,"",,:,4
100766,202404,S92000003,S08000028,Type 1,40-64,"",Female,"",2,"",17
100767,202404,S92000003,S08000028,Type 1,40-64,"",Female,"",3,"",24
100768,202404,S92000003,S08000028,Type 1,40-64,"",Female,"",4,"",10
100769,202404,S92000003,S08000028,Type 1,40-64,"",Male,"",1,"",1
100770,202404,S92000003,S08000028,Type 1,40-64,"",Male,"",2,"",17
100771,202404,S92000003,S08000028,Type 1,40-64,"",Male,"",3,"",44
100772,202404,S92000003,S08000028,Type 1,40-64,"",Male,"",4,"",8
100773,202404,S92000003,S08000028,Type 1,40-64,"",Male,"",,:,1
100774,202404,S92000003,S08000028,Type 1,65-74,"",Female,"",2,"",10
100775,202404,S92000003,S08000028,Type 1,65-74,"",Female,"",3,"",18
100776,202404,S92000003,S08000028,Type 1,65-74,"",Female,"",4,"",5
100777,202404,S92000003,S08000028,Type 1,65-74,"",Male,"",2,"",7
100778,202404,S92000003,S08000028,Type 1,65-74,"",Male,"",3,"",27
100779,202404,S92000003,S08000028,Type 1,65-74,"",Male,"",4,"",6
100780,202404,S92000003,S08000028,Type 1,65-74,"",Male,"",5,"",1
100781,202404,S92000003,S08000028,Type 1,65-74,"",Male,"",,:,2
100782,202404,S92000003,S08000028,Type 1,75 plus,"",Female,"",2,"",17
100783,202404,S92000003,S08000028,Type 1,75 plus,"",Female,"",3,"",20
100784,202404,S92000003,S08000028,Type 1,75 plus,"",Female,"",4,"",9
100785,202404,S92000003,S08000028,Type 1,75 plus,"",Female,"",5,"",1
100786,202404,S92000003,S08000028,Type 1,75 plus,"",Female,"",,:,3
100787,202404,S92000003,S08000028,Type 1,75 plus,"",Male,"",2,"",7
100788,202404,S92000003,S08000028,Type 1,75 plus,"",Male,"",3,"",25
100789,202404,S92000003,S08000028,Type 1,75 plus,"",Male,"",4,"",2
100790,202404,S92000003,S08000028,Type 1,75 plus,"",Male,"",,:,1
100791,202404,S92000003,S08000028,Type 1,Under 18,"",Female,"",2,"",10
100792,202404,S92000003,S08000028,Type 1,Under 18,"",Female,"",3,"",28
100793,202404,S92000003,S08000028,Type 1,Under 18,"",Female,"",4,"",3
100794,202404,S92000003,S08000028,Type 1,Under 18,"",Female,"",,:,2
100795,202404,S92000003,S08000028,Type 1,Under 18,"",Male,"",1,"",1
100796,202404,S92000003,S08000028,Type 1,Under 18,"",Male,"",2,"",13
100797,202404,S92000003,S08000028,Type 1,Under 18,"",Male,"",3,"",33
100798,202404,S92000003,S08000028,Type 1,Under 18,"",Male,"",4,"",11
100799,202404,S92000003,S08000028,Type 1,"",:,"",:,,:,22
100800,202404,S92000003,S08000028,Type 3,18-24,"",Female,"",3,"",1
100801,202404,S92000003,S08000028,Type 3,18-24,"",Male,"",2,"",1
100802,202404,S92000003,S08000028,Type 3,18-24,"",Male,"",3,"",3
100803,202404,S92000003,S08000028,Type 3,25-39,"",Female,"",2,"",3
100804,202404,S92000003,S08000028,Type 3,25-39,"",Female,"",3,"",7
100805,202404,S92000003,S08000028,Type 3,25-39,"",Female,"",,:,1
100806,202404,S92000003,S08000028,Type 3,25-39,"",Male,"",2,"",5
100807,202404,S92000003,S08000028,Type 3,25-39,"",Male,"",3,"",11
100808,202404,S92000003,S08000028,Type 3,40-64,"",Female,"",2,"",6
100809,202404,S92000003,S08000028,Type 3,40-64,"",Female,"",3,"",15
100810,202404,S92000003,S08000028,Type 3,40-64,"",Female,"",4,"",3
100811,202404,S92000003,S08000028,Type 3,40-64,"",Female,"",,:,1
100812,202404,S92000003,S08000028,Type 3,40-64,"",Male,"",1,"",1
100813,202404,S92000003,S08000028,Type 3,40-64,"",Male,"",2,"",4
100814,202404,S92000003,S08000028,Type 3,40-64,"",Male,"",3,"",17
100815,202404,S92000003,S08000028,Type 3,40-64,"",Male,"",4,"",1
100816,202404,S92000003,S08000028,Type 3,65-74,"",Female,"",2,"",2
100817,202404,S92000003,S08000028,Type 3,65-74,"",Female,"",3,"",4
100818,202404,S92000003,S08000028,Type 3,65-74,"",Male,"",2,"",6
100819,202404,S92000003,S08000028,Type 3,65-74,"",Male,"",3,"",8
100820,202404,S92000003,S08000028,Type 3,75 plus,"",Female,"",2,"",3
100821,202404,S92000003,S08000028,Type 3,75 plus,"",Female,"",3,"",7
100822,202404,S92000003,S08000028,Type 3,75 plus,"",Male,"",2,"",2
100823,202404,S92000003,S08000028,Type 3,75 plus,"",Male,"",3,"",12
100824,202404,S92000003,S08000028,Type 3,75 plus,"",Male,"",4,"",1
100825,202404,S92000003,S08000028,Type 3,Under 18,"",Female,"",2,"",2
100826,202404,S92000003,S08000028,Type 3,Under 18,"",Female,"",3,"",5
100827,202404,S92000003,S08000028,Type 3,Under 18,"",Female,"",4,"",1
100828,202404,S92000003,S08000028,Type 3,Under 18,"",Female,"",5,"",1
100829,202404,S92000003,S08000028,Type 3,Under 18,"",Male,"",2,"",2
100830,202404,S92000003,S08000028,Type 3,Under 18,"",Male,"",3,"",11
100831,202404,S92000003,S08000028,Type 3,"",:,"",:,,:,12
100832,202404,S92000003,S08000029,Type 1,18-24,"",Female,"",1,"",92
100833,202404,S92000003,S08000029,Type 1,18-24,"",Female,"",2,"",61
100834,202404,S92000003,S08000029,Type 1,18-24,"",Female,"",3,"",49
100835,202404,S92000003,S08000029,Type 1,18-24,"",Female,"",4,"",20
100836,202404,S92000003,S08000029,Type 1,18-24,"",Female,"",5,"",25
100837,202404,S92000003,S08000029,Type 1,18-24,"",Female,"",,:,3
100838,202404,S92000003,S08000029,Type 1,18-24,"",Male,"",1,"",72
100839,202404,S92000003,S08000029,Type 1,18-24,"",Male,"",2,"",58
100840,202404,S92000003,S08000029,Type 1,18-24,"",Male,"",3,"",61
100841,202404,S92000003,S08000029,Type 1,18-24,"",Male,"",4,"",39
100842,202404,S92000003,S08000029,Type 1,18-24,"",Male,"",5,"",34
100843,202404,S92000003,S08000029,Type 1,18-24,"",Male,"",,:,7
100844,202404,S92000003,S08000029,Type 1,25-39,"",Female,"",1,"",189
100845,202404,S92000003,S08000029,Type 1,25-39,"",Female,"",2,"",175
100846,202404,S92000003,S08000029,Type 1,25-39,"",Female,"",3,"",107
100847,202404,S92000003,S08000029,Type 1,25-39,"",Female,"",4,"",56
100848,202404,S92000003,S08000029,Type 1,25-39,"",Female,"",5,"",59
100849,202404,S92000003,S08000029,Type 1,25-39,"",Female,"",,:,19
100850,202404,S92000003,S08000029,Type 1,25-39,"",Male,"",1,"",214
100851,202404,S92000003,S08000029,Type 1,25-39,"",Male,"",2,"",130
100852,202404,S92000003,S08000029,Type 1,25-39,"",Male,"",3,"",114
100853,202404,S92000003,S08000029,Type 1,25-39,"",Male,"",4,"",57
100854,202404,S92000003,S08000029,Type 1,25-39,"",Male,"",5,"",59
100855,202404,S92000003,S08000029,Type 1,25-39,"",Male,"",,:,19
100856,202404,S92000003,S08000029,Type 1,40-64,"",Female,"",1,"",226
100857,202404,S92000003,S08000029,Type 1,40-64,"",Female,"",2,"",242
100858,202404,S92000003,S08000029,Type 1,40-64,"",Female,"",3,"",159
100859,202404,S92000003,S08000029,Type 1,40-64,"",Female,"",4,"",76
100860,202404,S92000003,S08000029,Type 1,40-64,"",Female,"",5,"",100
100861,202404,S92000003,S08000029,Type 1,40-64,"",Female,"",,:,13
100862,202404,S92000003,S08000029,Type 1,40-64,"",Male,"",1,"",293
100863,202404,S92000003,S08000029,Type 1,40-64,"",Male,"",2,"",237
100864,202404,S92000003,S08000029,Type 1,40-64,"",Male,"",3,"",176
100865,202404,S92000003,S08000029,Type 1,40-64,"",Male,"",4,"",96
100866,202404,S92000003,S08000029,Type 1,40-64,"",Male,"",5,"",87
100867,202404,S92000003,S08000029,Type 1,40-64,"",Male,"",,:,15
100868,202404,S92000003,S08000029,Type 1,65-74,"",Female,"",1,"",70
100869,202404,S92000003,S08000029,Type 1,65-74,"",Female,"",2,"",90
100870,202404,S92000003,S08000029,Type 1,65-74,"",Female,"",3,"",65
100871,202404,S92000003,S08000029,Type 1,65-74,"",Female,"",4,"",40
100872,202404,S92000003,S08000029,Type 1,65-74,"",Female,"",5,"",44
100873,202404,S92000003,S08000029,Type 1,65-74,"",Female,"",,:,3
100874,202404,S92000003,S08000029,Type 1,65-74,"",Male,"",1,"",75
100875,202404,S92000003,S08000029,Type 1,65-74,"",Male,"",2,"",74
100876,202404,S92000003,S08000029,Type 1,65-74,"",Male,"",3,"",54
100877,202404,S92000003,S08000029,Type 1,65-74,"",Male,"",4,"",48
100878,202404,S92000003,S08000029,Type 1,65-74,"",Male,"",5,"",39
100879,202404,S92000003,S08000029,Type 1,65-74,"",Male,"",,:,4
100880,202404,S92000003,S08000029,Type 1,75 plus,"",Female,"",1,"",93
100881,202404,S92000003,S08000029,Type 1,75 plus,"",Female,"",2,"",149
100882,202404,S92000003,S08000029,Type 1,75 plus,"",Female,"",3,"",108
100883,202404,S92000003,S08000029,Type 1,75 plus,"",Female,"",4,"",73
100884,202404,S92000003,S08000029,Type 1,75 plus,"",Female,"",5,"",96
100885,202404,S92000003,S08000029,Type 1,75 plus,"",Female,"",,:,1
100886,202404,S92000003,S08000029,Type 1,75 plus,"",Male,"",1,"",75
100887,202404,S92000003,S08000029,Type 1,75 plus,"",Male,"",2,"",108
100888,202404,S92000003,S08000029,Type 1,75 plus,"",Male,"",3,"",86
100889,202404,S92000003,S08000029,Type 1,75 plus,"",Male,"",4,"",67
100890,202404,S92000003,S08000029,Type 1,75 plus,"",Male,"",5,"",54
100891,202404,S92000003,S08000029,Type 1,75 plus,"",Male,"",,:,3
100892,202404,S92000003,S08000029,Type 1,Under 18,"",Female,"",1,"",184
100893,202404,S92000003,S08000029,Type 1,Under 18,"",Female,"",2,"",146
100894,202404,S92000003,S08000029,Type 1,Under 18,"",Female,"",3,"",103
100895,202404,S92000003,S08000029,Type 1,Under 18,"",Female,"",4,"",65
100896,202404,S92000003,S08000029,Type 1,Under 18,"",Female,"",5,"",65
100897,202404,S92000003,S08000029,Type 1,Under 18,"",Female,"",,:,14
100898,202404,S92000003,S08000029,Type 1,Under 18,"",Male,"",1,"",199
100899,202404,S92000003,S08000029,Type 1,Under 18,"",Male,"",2,"",155
100900,202404,S92000003,S08000029,Type 1,Under 18,"",Male,"",3,"",122
100901,202404,S92000003,S08000029,Type 1,Under 18,"",Male,"",4,"",73
100902,202404,S92000003,S08000029,Type 1,Under 18,"",Male,"",5,"",83
100903,202404,S92000003,S08000029,Type 1,Under 18,"",Male,"",,:,18
100904,202404,S92000003,S08000029,Type 1,"",:,"",:,,:,28
100905,202404,S92000003,S08000029,Type 3,18-24,"",Female,"",1,"",10
100906,202404,S92000003,S08000029,Type 3,18-24,"",Female,"",2,"",12
100907,202404,S92000003,S08000029,Type 3,18-24,"",Female,"",3,"",11
100908,202404,S92000003,S08000029,Type 3,18-24,"",Female,"",4,"",8
100909,202404,S92000003,S08000029,Type 3,18-24,"",Female,"",5,"",31
100910,202404,S92000003,S08000029,Type 3,18-24,"",Female,"",,:,1
100911,202404,S92000003,S08000029,Type 3,18-24,"",Male,"",1,"",12
100912,202404,S92000003,S08000029,Type 3,18-24,"",Male,"",2,"",20
100913,202404,S92000003,S08000029,Type 3,18-24,"",Male,"",3,"",25
100914,202404,S92000003,S08000029,Type 3,18-24,"",Male,"",4,"",24
100915,202404,S92000003,S08000029,Type 3,18-24,"",Male,"",5,"",21
100916,202404,S92000003,S08000029,Type 3,25-39,"",Female,"",1,"",25
100917,202404,S92000003,S08000029,Type 3,25-39,"",Female,"",2,"",32
100918,202404,S92000003,S08000029,Type 3,25-39,"",Female,"",3,"",40
100919,202404,S92000003,S08000029,Type 3,25-39,"",Female,"",4,"",22
100920,202404,S92000003,S08000029,Type 3,25-39,"",Female,"",5,"",35
100921,202404,S92000003,S08000029,Type 3,25-39,"",Female,"",,:,9
100922,202404,S92000003,S08000029,Type 3,25-39,"",Male,"",1,"",40
100923,202404,S92000003,S08000029,Type 3,25-39,"",Male,"",2,"",40
100924,202404,S92000003,S08000029,Type 3,25-39,"",Male,"",3,"",41
100925,202404,S92000003,S08000029,Type 3,25-39,"",Male,"",4,"",26
100926,202404,S92000003,S08000029,Type 3,25-39,"",Male,"",5,"",36
100927,202404,S92000003,S08000029,Type 3,25-39,"",Male,"",,:,10
100928,202404,S92000003,S08000029,Type 3,40-64,"",Female,"",1,"",36
100929,202404,S92000003,S08000029,Type 3,40-64,"",Female,"",2,"",44
100930,202404,S92000003,S08000029,Type 3,40-64,"",Female,"",3,"",77
100931,202404,S92000003,S08000029,Type 3,40-64,"",Female,"",4,"",59
100932,202404,S92000003,S08000029,Type 3,40-64,"",Female,"",5,"",62
100933,202404,S92000003,S08000029,Type 3,40-64,"",Female,"",,:,3
100934,202404,S92000003,S08000029,Type 3,40-64,"",Male,"",1,"",36
100935,202404,S92000003,S08000029,Type 3,40-64,"",Male,"",2,"",59
100936,202404,S92000003,S08000029,Type 3,40-64,"",Male,"",3,"",46
100937,202404,S92000003,S08000029,Type 3,40-64,"",Male,"",4,"",45
100938,202404,S92000003,S08000029,Type 3,40-64,"",Male,"",5,"",44
100939,202404,S92000003,S08000029,Type 3,40-64,"",Male,"",,:,9
100940,202404,S92000003,S08000029,Type 3,65-74,"",Female,"",1,"",8
100941,202404,S92000003,S08000029,Type 3,65-74,"",Female,"",2,"",13
100942,202404,S92000003,S08000029,Type 3,65-74,"",Female,"",3,"",21
100943,202404,S92000003,S08000029,Type 3,65-74,"",Female,"",4,"",22
100944,202404,S92000003,S08000029,Type 3,65-74,"",Female,"",5,"",14
100945,202404,S92000003,S08000029,Type 3,65-74,"",Female,"",,:,1
100946,202404,S92000003,S08000029,Type 3,65-74,"",Male,"",1,"",5
100947,202404,S92000003,S08000029,Type 3,65-74,"",Male,"",2,"",15
100948,202404,S92000003,S08000029,Type 3,65-74,"",Male,"",3,"",12
100949,202404,S92000003,S08000029,Type 3,65-74,"",Male,"",4,"",25
100950,202404,S92000003,S08000029,Type 3,65-74,"",Male,"",5,"",15
100951,202404,S92000003,S08000029,Type 3,65-74,"",Male,"",,:,1
100952,202404,S92000003,S08000029,Type 3,75 plus,"",Female,"",1,"",6
100953,202404,S92000003,S08000029,Type 3,75 plus,"",Female,"",2,"",13
100954,202404,S92000003,S08000029,Type 3,75 plus,"",Female,"",3,"",20
100955,202404,S92000003,S08000029,Type 3,75 plus,"",Female,"",4,"",24
100956,202404,S92000003,S08000029,Type 3,75 plus,"",Female,"",5,"",45
100957,202404,S92000003,S08000029,Type 3,75 plus,"",Female,"",,:,1
100958,202404,S92000003,S08000029,Type 3,75 plus,"",Male,"",1,"",2
100959,202404,S92000003,S08000029,Type 3,75 plus,"",Male,"",2,"",7
100960,202404,S92000003,S08000029,Type 3,75 plus,"",Male,"",3,"",17
100961,202404,S92000003,S08000029,Type 3,75 plus,"",Male,"",4,"",21
100962,202404,S92000003,S08000029,Type 3,75 plus,"",Male,"",5,"",29
100963,202404,S92000003,S08000029,Type 3,Under 18,"",Female,"",1,"",40
100964,202404,S92000003,S08000029,Type 3,Under 18,"",Female,"",2,"",40
100965,202404,S92000003,S08000029,Type 3,Under 18,"",Female,"",3,"",43
100966,202404,S92000003,S08000029,Type 3,Under 18,"",Female,"",4,"",35
100967,202404,S92000003,S08000029,Type 3,Under 18,"",Female,"",5,"",54
100968,202404,S92000003,S08000029,Type 3,Under 18,"",Female,"",,:,8
100969,202404,S92000003,S08000029,Type 3,Under 18,"",Male,"",1,"",53
100970,202404,S92000003,S08000029,Type 3,Under 18,"",Male,"",2,"",61
100971,202404,S92000003,S08000029,Type 3,Under 18,"",Male,"",3,"",57
100972,202404,S92000003,S08000029,Type 3,Under 18,"",Male,"",4,"",58
100973,202404,S92000003,S08000029,Type 3,Under 18,"",Male,"",5,"",65
100974,202404,S92000003,S08000029,Type 3,Under 18,"",Male,"",,:,9
100975,202404,S92000003,S08000029,Type 3,"",:,"",:,,:,27
100976,202404,S92000003,S08000030,Type 1,18-24,"",Female,"",1,"",96
100977,202404,S92000003,S08000030,Type 1,18-24,"",Female,"",2,"",84
100978,202404,S92000003,S08000030,Type 1,18-24,"",Female,"",3,"",71
100979,202404,S92000003,S08000030,Type 1,18-24,"",Female,"",4,"",70
100980,202404,S92000003,S08000030,Type 1,18-24,"",Female,"",5,"",74
100981,202404,S92000003,S08000030,Type 1,18-24,"",Female,"",,:,7
100982,202404,S92000003,S08000030,Type 1,18-24,"",Male,"",1,"",82
100983,202404,S92000003,S08000030,Type 1,18-24,"",Male,"",2,"",53
100984,202404,S92000003,S08000030,Type 1,18-24,"",Male,"",3,"",62
100985,202404,S92000003,S08000030,Type 1,18-24,"",Male,"",4,"",81
100986,202404,S92000003,S08000030,Type 1,18-24,"",Male,"",5,"",65
100987,202404,S92000003,S08000030,Type 1,18-24,"",Male,"",,:,12
100988,202404,S92000003,S08000030,Type 1,25-39,"",Female,"",1,"",204
100989,202404,S92000003,S08000030,Type 1,25-39,"",Female,"",2,"",123
100990,202404,S92000003,S08000030,Type 1,25-39,"",Female,"",3,"",107
100991,202404,S92000003,S08000030,Type 1,25-39,"",Female,"",4,"",99
100992,202404,S92000003,S08000030,Type 1,25-39,"",Female,"",5,"",59
100993,202404,S92000003,S08000030,Type 1,25-39,"",Female,"",,:,27
100994,202404,S92000003,S08000030,Type 1,25-39,"",Male,"",1,"",236
100995,202404,S92000003,S08000030,Type 1,25-39,"",Male,"",2,"",146
100996,202404,S92000003,S08000030,Type 1,25-39,"",Male,"",3,"",105
100997,202404,S92000003,S08000030,Type 1,25-39,"",Male,"",4,"",144
100998,202404,S92000003,S08000030,Type 1,25-39,"",Male,"",5,"",85
100999,202404,S92000003,S08000030,Type 1,25-39,"",Male,"",,:,27
101000,202404,S92000003,S08000030,Type 1,40-64,"",Female,"",1,"",214
101001,202404,S92000003,S08000030,Type 1,40-64,"",Female,"",2,"",142
101002,202404,S92000003,S08000030,Type 1,40-64,"",Female,"",3,"",183
101003,202404,S92000003,S08000030,Type 1,40-64,"",Female,"",4,"",242
101004,202404,S92000003,S08000030,Type 1,40-64,"",Female,"",5,"",121
101005,202404,S92000003,S08000030,Type 1,40-64,"",Female,"",,:,20
101006,202404,S92000003,S08000030,Type 1,40-64,"",Male,"",1,"",232
101007,202404,S92000003,S08000030,Type 1,40-64,"",Male,"",2,"",191
101008,202404,S92000003,S08000030,Type 1,40-64,"",Male,"",3,"",217
101009,202404,S92000003,S08000030,Type 1,40-64,"",Male,"",4,"",253
101010,202404,S92000003,S08000030,Type 1,40-64,"",Male,"",5,"",106
101011,202404,S92000003,S08000030,Type 1,40-64,"",Male,"",,:,25
101012,202404,S92000003,S08000030,Type 1,65-74,"",Female,"",1,"",57
101013,202404,S92000003,S08000030,Type 1,65-74,"",Female,"",2,"",36
101014,202404,S92000003,S08000030,Type 1,65-74,"",Female,"",3,"",71
101015,202404,S92000003,S08000030,Type 1,65-74,"",Female,"",4,"",77
101016,202404,S92000003,S08000030,Type 1,65-74,"",Female,"",5,"",50
101017,202404,S92000003,S08000030,Type 1,65-74,"",Female,"",,:,4
101018,202404,S92000003,S08000030,Type 1,65-74,"",Male,"",1,"",76
101019,202404,S92000003,S08000030,Type 1,65-74,"",Male,"",2,"",49
101020,202404,S92000003,S08000030,Type 1,65-74,"",Male,"",3,"",60
101021,202404,S92000003,S08000030,Type 1,65-74,"",Male,"",4,"",103
101022,202404,S92000003,S08000030,Type 1,65-74,"",Male,"",5,"",57
101023,202404,S92000003,S08000030,Type 1,65-74,"",Male,"",,:,5
101024,202404,S92000003,S08000030,Type 1,75 plus,"",Female,"",1,"",66
101025,202404,S92000003,S08000030,Type 1,75 plus,"",Female,"",2,"",73
101026,202404,S92000003,S08000030,Type 1,75 plus,"",Female,"",3,"",125
101027,202404,S92000003,S08000030,Type 1,75 plus,"",Female,"",4,"",145
101028,202404,S92000003,S08000030,Type 1,75 plus,"",Female,"",5,"",124
101029,202404,S92000003,S08000030,Type 1,75 plus,"",Female,"",,:,4
101030,202404,S92000003,S08000030,Type 1,75 plus,"",Male,"",1,"",48
101031,202404,S92000003,S08000030,Type 1,75 plus,"",Male,"",2,"",55
101032,202404,S92000003,S08000030,Type 1,75 plus,"",Male,"",3,"",95
101033,202404,S92000003,S08000030,Type 1,75 plus,"",Male,"",4,"",146
101034,202404,S92000003,S08000030,Type 1,75 plus,"",Male,"",5,"",98
101035,202404,S92000003,S08000030,Type 1,75 plus,"",Male,"",,:,9
101036,202404,S92000003,S08000030,Type 1,Under 18,"",Female,"",1,"",165
101037,202404,S92000003,S08000030,Type 1,Under 18,"",Female,"",2,"",109
101038,202404,S92000003,S08000030,Type 1,Under 18,"",Female,"",3,"",103
101039,202404,S92000003,S08000030,Type 1,Under 18,"",Female,"",4,"",142
101040,202404,S92000003,S08000030,Type 1,Under 18,"",Female,"",5,"",79
101041,202404,S92000003,S08000030,Type 1,Under 18,"",Female,"",,:,19
101042,202404,S92000003,S08000030,Type 1,Under 18,"",Male,"",1,"",168
101043,202404,S92000003,S08000030,Type 1,Under 18,"",Male,"",2,"",130
101044,202404,S92000003,S08000030,Type 1,Under 18,"",Male,"",3,"",125
101045,202404,S92000003,S08000030,Type 1,Under 18,"",Male,"",4,"",186
101046,202404,S92000003,S08000030,Type 1,Under 18,"",Male,"",5,"",119
101047,202404,S92000003,S08000030,Type 1,Under 18,"",Male,"",,:,33
101048,202404,S92000003,S08000030,Type 1,"",:,"",:,,:,26
101049,202404,S92000003,S08000030,Type 3,18-24,"",Female,"",1,"",2
101050,202404,S92000003,S08000030,Type 3,18-24,"",Female,"",2,"",10
101051,202404,S92000003,S08000030,Type 3,18-24,"",Female,"",3,"",8
101052,202404,S92000003,S08000030,Type 3,18-24,"",Female,"",4,"",6
101053,202404,S92000003,S08000030,Type 3,18-24,"",Female,"",5,"",2
101054,202404,S92000003,S08000030,Type 3,18-24,"",Female,"",,:,2
101055,202404,S92000003,S08000030,Type 3,18-24,"",Male,"",1,"",5
101056,202404,S92000003,S08000030,Type 3,18-24,"",Male,"",2,"",8
101057,202404,S92000003,S08000030,Type 3,18-24,"",Male,"",3,"",11
101058,202404,S92000003,S08000030,Type 3,18-24,"",Male,"",4,"",5
101059,202404,S92000003,S08000030,Type 3,18-24,"",Male,"",5,"",7
101060,202404,S92000003,S08000030,Type 3,25-39,"",Female,"",1,"",19
101061,202404,S92000003,S08000030,Type 3,25-39,"",Female,"",2,"",23
101062,202404,S92000003,S08000030,Type 3,25-39,"",Female,"",3,"",21
101063,202404,S92000003,S08000030,Type 3,25-39,"",Female,"",4,"",5
101064,202404,S92000003,S08000030,Type 3,25-39,"",Female,"",5,"",13
101065,202404,S92000003,S08000030,Type 3,25-39,"",Male,"",1,"",14
101066,202404,S92000003,S08000030,Type 3,25-39,"",Male,"",2,"",20
101067,202404,S92000003,S08000030,Type 3,25-39,"",Male,"",3,"",16
101068,202404,S92000003,S08000030,Type 3,25-39,"",Male,"",4,"",12
101069,202404,S92000003,S08000030,Type 3,25-39,"",Male,"",5,"",3
101070,202404,S92000003,S08000030,Type 3,25-39,"",Male,"",,:,4
101071,202404,S92000003,S08000030,Type 3,40-64,"",Female,"",1,"",11
101072,202404,S92000003,S08000030,Type 3,40-64,"",Female,"",2,"",26
101073,202404,S92000003,S08000030,Type 3,40-64,"",Female,"",3,"",41
101074,202404,S92000003,S08000030,Type 3,40-64,"",Female,"",4,"",31
101075,202404,S92000003,S08000030,Type 3,40-64,"",Female,"",5,"",16
101076,202404,S92000003,S08000030,Type 3,40-64,"",Female,"",,:,1
101077,202404,S92000003,S08000030,Type 3,40-64,"",Male,"",1,"",10
101078,202404,S92000003,S08000030,Type 3,40-64,"",Male,"",2,"",22
101079,202404,S92000003,S08000030,Type 3,40-64,"",Male,"",3,"",45
101080,202404,S92000003,S08000030,Type 3,40-64,"",Male,"",4,"",23
101081,202404,S92000003,S08000030,Type 3,40-64,"",Male,"",5,"",9
101082,202404,S92000003,S08000030,Type 3,40-64,"",Male,"",,:,2
